step,train_loss,train_acc,dev_loss,dev_acc
0,2.3444693088531494,0.17025,2.260127305984497,0.181
100,0.6117584109306335,0.7235,0.7561155557632446,0.7341428571428571
200,0.6090155243873596,0.78325,0.5964444875717163,0.7872857142857143
300,0.5102781057357788,0.7945,0.5874654650688171,0.7841428571428571
400,0.41643384099006653,0.8145,0.5271368026733398,0.8182857142857143
