step,train_loss,train_acc,dev_loss,dev_acc
0,63.55465316772461,0.19225,9274.232421875,0.18514285714285714
100,2.302022933959961,0.10775,2.3045437335968018,0.10357142857142858
200,2.2993643283843994,0.1045,2.3075788021087646,0.10414285714285715
300,2.3122026920318604,0.09325,2.3034985065460205,0.09685714285714286
400,2.290419816970825,0.101,2.309148073196411,0.10042857142857142
500,2.2950687408447266,0.0975,2.3037819862365723,0.099
600,2.3074615001678467,0.104,2.3129348754882812,0.10328571428571429
700,2.2997891902923584,0.10225,2.312452554702759,0.09571428571428571
800,2.30564022064209,0.09875,2.310343027114868,0.09928571428571428
900,2.3129208087921143,0.1045,2.3068742752075195,0.10228571428571429
1000,2.270672082901001,0.105,2.30403733253479,0.10228571428571429
1100,2.2926747798919678,0.097,2.306349515914917,0.096
1200,2.3242907524108887,0.1055,2.3103556632995605,0.09928571428571428
1300,2.305366277694702,0.10525,2.3150811195373535,0.10285714285714286
1400,2.3079450130462646,0.1055,2.3077445030212402,0.10314285714285715
1500,2.318197250366211,0.09525,2.305924654006958,0.10285714285714286
1600,2.2829787731170654,0.098,2.307553291320801,0.096
1700,2.295510768890381,0.102,2.3206374645233154,0.10228571428571429
1800,2.3245961666107178,0.09725,2.313889265060425,0.09785714285714285
1900,2.3028359413146973,0.10675,2.309692621231079,0.09928571428571428
2000,2.2936158180236816,0.10325,2.3045129776000977,0.103
2100,2.313722610473633,0.10475,2.30871844291687,0.10314285714285715
2200,2.299191951751709,0.10325,2.3080406188964844,0.10314285714285715
2300,2.3147802352905273,0.10075,2.3063149452209473,0.09928571428571428
2400,2.307448387145996,0.09225,2.3066515922546387,0.10285714285714286
2500,2.316188097000122,0.09525,2.3170619010925293,0.103
2600,2.3388469219207764,0.0975,2.314836263656616,0.10285714285714286
2700,2.320664167404175,0.09725,2.305480718612671,0.103
2800,2.3265421390533447,0.098,2.312699794769287,0.10242857142857142
2900,2.308333396911621,0.09775,2.304985523223877,0.10285714285714286
3000,2.3080344200134277,0.0955,2.303361654281616,0.10314285714285715
3100,2.2970662117004395,0.11225,2.3070342540740967,0.103
3200,2.306290626525879,0.10125,2.311594247817993,0.09571428571428571
3300,2.291590690612793,0.099,2.3112740516662598,0.096
3400,2.3039636611938477,0.095,2.3134636878967285,0.096
